scope,condition,repeat_index,gpu,architecture_generation,architecture_chip,sm_count,test_kernel,baseline_kernel,threads,threads_per_sm,blocks_per_sm_requested,unroll,measurement_grade,baseline_match_grade,quality_pass,target_pass,positive_increment,no_intended_l2,pure_fp16_candidate,energy_source_reliable,energy_trace_crosscheck_pass,baseline_structural_match,benchmark_schema_current,test_benchmark_schema_version,baseline_benchmark_schema_version,matmul_denominator_valid,matmul_denominator_note,matmul_denominator_metadata_complete,matmul_denominator_source,energy_signal_reliable,measurement_resolution_reliable,ncu_validation_pass,ncu_validation_context_match,ncu_required,ncu_tensor_activity_required,test_ncu_note,baseline_ncu_note,test_ncu_tensor_activity_note,test_ncu_validation_blocks_per_sm,baseline_ncu_validation_blocks_per_sm,test_ncu_validation_unroll,baseline_ncu_validation_unroll,test_ncu_validation_suppress_output_store,baseline_ncu_validation_suppress_output_store,test_ncu_tensor_activity_pct,baseline_ncu_tensor_activity_pct,test_ncu_sm_activity_pct,baseline_ncu_sm_activity_pct,test_ncu_tensor_activity_observed,baseline_ncu_tensor_activity_observed,clock_stable,sm_util_available,common_hmma_path,tflops,elapsed_s,baseline_elapsed_s,tensor_peak_tflops_model,achieved_flops_per_sm_cycle,tensor_model_utilization_pct,avg_sm_util_pct,matmul_logical_mma_count,matmul_flops_per_logical_mma,matmul_input_bits_per_logical_mma,matmul_input_pj_per_bit,incremental_power_w,test_energy_j,incremental_energy_j,incremental_energy_fraction,baseline_energy_fraction,baseline_power_fraction,clock_span_mhz,test_energy_source,baseline_energy_source,test_energy_counter_vs_trace_ratio,baseline_energy_counter_vs_trace_ratio,test_energy_counter_vs_trace_delta_j,baseline_energy_counter_vs_trace_delta_j,test_power_samples,baseline_power_samples,fail_reasons,warnings,fp16_path,run_count,required_valid_count,valid_no_l2_count,pure_fp16_candidate_count,selected_optimal,quality_gate_selected_target,util_saturated,util_reference_scope,util_reference_max_pct,util_metric_source,target_selection_note,test_benchmark_schema_versions,baseline_benchmark_schema_versions,target_util_available,target_util_value_pct,avg_sm_util_pct_mean,avg_gpu_util_pct_mean,tflops_mean,elapsed_s_mean,baseline_elapsed_s_mean,tensor_peak_tflops_model_mean,achieved_flops_per_sm_cycle_mean,tensor_model_utilization_pct_mean,matmul_logical_mma_count_mean,matmul_input_pj_per_bit_mean,matmul_input_pj_per_bit_ci95,incremental_power_w_mean,test_energy_j_mean,incremental_energy_j_mean,incremental_energy_fraction_mean,baseline_energy_fraction_mean,baseline_power_fraction_mean,clock_span_mhz_mean,stats_scope,test_energy_source_counts,baseline_energy_source_counts,test_energy_counter_vs_trace_ratio_mean,baseline_energy_counter_vs_trace_ratio_mean,test_energy_counter_vs_trace_delta_j_mean,baseline_energy_counter_vs_trace_delta_j_mean
pair,launch_shape_tensor_mma_f16acc_t128_b04,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,128,512.0,4,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,152.6467914163778,22.5312910156,1.4553856201200002,142.32576,1098.2573668348643,107.25169597996722,nan,419840000000.0,8192.0,8192.0,0.11876203378613467,19.540897494458335,5211.008,408.4617401530022,0.07838440089767704,0.9216155991023229,0.9160221056499351,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t128_b08,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,128,1024.0,8,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,151.7147652265163,45.3394140625,2.72089892578,142.32576,1091.5516600224212,106.59684179906456,nan,839680000000.0,8192.0,8192.0,0.11136570647920574,15.54028072113968,10653.125,766.046670163636,0.07190816499042638,0.9280918350095736,0.933477202542185,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t256_b01,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,256,256.0,1,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,152.96797584511978,11.2419912109,1.41003369141,142.32576,1100.5682124262162,107.47736449474768,nan,209920000000.0,8192.0,8192.0,0.3428342079774187,48.12698325685125,2617.741,589.5598648411728,0.22521703439766305,0.774782965602337,0.7894138197128148,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t256_b02,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,256,512.0,2,8,strict_nvml_counter,structural_baseline,False,False,False,False,False,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,False,False,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,152.69959286966946,22.5235,1.47420056152,142.32576,1098.6372607358046,107.2887949937309,nan,419840000000.0,8192.0,8192.0,-0.760499318539454,-114.29260006685985,5252.526,-2615.6075736727907,-0.49797137104562467,1.4979713710456246,1.4862741623630042,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; incremental energy fraction is missing or nonpositive; baseline energy fraction 1.498 > 0.99; incremental energy is below 0.1 J or missing; SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t256_b04,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,256,1024.0,4,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,151.49978933458138,45.40375,2.54496362305,142.32576,1090.0049595983983,106.44579683578108,nan,839680000000.0,8192.0,8192.0,0.10690971417009967,18.849244291207754,10755.479,735.3954205233094,0.06837402783486532,0.9316259721651347,0.9213099061107676,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t256_b08,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,256,2048.0,8,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,149.18930706738837,92.213828125,4.52450097656,142.32576,1073.38158908834,104.8224208094082,nan,1679360000000.0,8192.0,8192.0,0.017524694409002832,2.629551547906459,21969.684,241.09277841574294,0.010973884668334006,0.989026115331666,0.988963623992533,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,incremental energy fraction 0.01097 < warning threshold 0.05; test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thread_sweep,,,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,32.0,1,8,strict_nvml_counter,structural_baseline,False,False,,True,True,True,False,True,True,,,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,,,,,,,,,,8192.0,8192.0,,,,,,,,,,,,,,,,,SM clock span exceeds threshold or is missing,SM/GPU utilization missing; using tensor_model_utilization_pct_mean fallback; test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing,tensor_core_mma_m16n16k16_f16acc,1,1,1,1,False,False,False,no_quality_pass,nan,tensor_model_utilization_pct_mean,not_quality_pass,fp16-energy-bench-v2,fp16-energy-bench-v2,True,26.574612171178053,nan,nan,37.82251873968166,5.6833359375,1.32828369141,142.32576,272.12402863286326,26.574612171178053,26240000000.0,0.4856341120258067,0.0,15.559891454212675,934.649,104.3909763035723,0.11169003155577367,0.8883099684442264,0.9037411103706702,nan,valid_no_l2,nvml_total_energy_counter:1,nvml_total_energy_counter:1,nan,nan,nan,nan
thread_sweep,,,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,64,64.0,1,8,strict_nvml_counter,structural_baseline,False,False,,True,True,True,False,True,True,,,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,,,,,,,,,,8192.0,8192.0,,,,,,,,,,,,,,,,,SM clock span exceeds threshold or is missing,SM/GPU utilization missing; using tensor_model_utilization_pct_mean fallback; test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing,tensor_core_mma_m16n16k16_f16acc,1,1,1,1,False,False,False,no_quality_pass,nan,tensor_model_utilization_pct_mean,not_quality_pass,fp16-energy-bench-v2,fp16-energy-bench-v2,True,52.6676733635007,nan,nan,74.95966638891993,5.73529980469,1.3221907959,142.32576,539.316975242247,52.6676733635007,52480000000.0,0.4122673143257749,0.0,26.550377536209936,1049.639,177.24038066845014,0.16885841767355267,0.8311415823264473,0.85139222373801,nan,valid_no_l2,nvml_total_energy_counter:1,nvml_total_energy_counter:1,nan,nan,nan,nan
thread_sweep,,,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,64.0,2,8,strict_nvml_counter,structural_baseline,False,False,,True,True,True,False,True,True,,,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,,,,,,,,,,8192.0,8192.0,,,,,,,,,,,,,,,,,SM clock span exceeds threshold or is missing,SM/GPU utilization missing; using tensor_model_utilization_pct_mean fallback; test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing,tensor_core_mma_m16n16k16_f16acc,1,1,1,1,False,False,False,no_quality_pass,nan,tensor_model_utilization_pct_mean,not_quality_pass,fp16-energy-bench-v2,fp16-energy-bench-v2,True,52.93881031483571,nan,nan,75.34556411554833,5.70592529297,1.3218815918,142.32576,542.0934176239177,52.93881031483571,52480000000.0,0.46330132858033296,0.0,29.673719833500314,1065.36,199.18072810615502,0.18696095977524502,0.8130390402247549,0.8364878831758681,nan,valid_no_l2,nvml_total_energy_counter:1,nvml_total_energy_counter:1,nan,nan,nan,nan
thread_sweep,,,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,128,128.0,1,8,strict_nvml_counter,structural_baseline,False,False,,True,True,True,False,True,True,,,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,,,,,,,,,,8192.0,8192.0,,,,,,,,,,,,,,,,,SM clock span exceeds threshold or is missing,SM/GPU utilization missing; using tensor_model_utilization_pct_mean fallback; test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing,tensor_core_mma_m16n16k16_f16acc,1,1,1,1,False,False,False,no_quality_pass,nan,tensor_model_utilization_pct_mean,not_quality_pass,fp16-energy-bench-v2,fp16-energy-bench-v2,True,103.74596817575485,nan,nan,147.65723767550125,5.8231640625,1.3348106689500001,142.32576,1062.35871411973,103.74596817575485,104960000000.0,0.38423870583206315,0.0,75.62487756224559,1289.166,330.3808578693804,0.2562748768346205,0.7437251231653794,0.6852570914137618,nan,valid_no_l2,nvml_total_energy_counter:1,nvml_total_energy_counter:1,nan,nan,nan,nan
