scope,condition,repeat_index,gpu,architecture_generation,architecture_chip,sm_count,test_kernel,baseline_kernel,threads,threads_per_sm,blocks_per_sm_requested,unroll,measurement_grade,baseline_match_grade,quality_pass,target_pass,positive_increment,no_intended_l2,pure_fp16_candidate,energy_source_reliable,energy_trace_crosscheck_pass,baseline_structural_match,benchmark_schema_current,test_benchmark_schema_version,baseline_benchmark_schema_version,matmul_denominator_valid,matmul_denominator_note,matmul_denominator_metadata_complete,matmul_denominator_source,energy_signal_reliable,measurement_resolution_reliable,ncu_validation_pass,ncu_validation_context_match,ncu_required,ncu_tensor_activity_required,test_ncu_note,baseline_ncu_note,test_ncu_tensor_activity_note,test_ncu_validation_blocks_per_sm,baseline_ncu_validation_blocks_per_sm,test_ncu_validation_unroll,baseline_ncu_validation_unroll,test_ncu_validation_suppress_output_store,baseline_ncu_validation_suppress_output_store,test_ncu_tensor_activity_pct,baseline_ncu_tensor_activity_pct,test_ncu_sm_activity_pct,baseline_ncu_sm_activity_pct,test_ncu_tensor_activity_observed,baseline_ncu_tensor_activity_observed,clock_stable,sm_util_available,common_hmma_path,tflops,elapsed_s,baseline_elapsed_s,tensor_peak_tflops_model,achieved_flops_per_sm_cycle,tensor_model_utilization_pct,avg_sm_util_pct,matmul_logical_mma_count,matmul_flops_per_logical_mma,matmul_input_bits_per_logical_mma,matmul_input_pj_per_bit,incremental_power_w,test_energy_j,incremental_energy_j,incremental_energy_fraction,baseline_energy_fraction,baseline_power_fraction,clock_span_mhz,test_energy_source,baseline_energy_source,test_energy_counter_vs_trace_ratio,baseline_energy_counter_vs_trace_ratio,test_energy_counter_vs_trace_delta_j,baseline_energy_counter_vs_trace_delta_j,test_power_samples,baseline_power_samples,fail_reasons,warnings,fp16_path,run_count,required_valid_count,valid_no_l2_count,pure_fp16_candidate_count,selected_optimal,quality_gate_selected_target,util_saturated,util_reference_scope,util_reference_max_pct,util_metric_source,target_selection_note,test_benchmark_schema_versions,baseline_benchmark_schema_versions,target_util_available,target_util_value_pct,avg_sm_util_pct_mean,avg_gpu_util_pct_mean,tflops_mean,elapsed_s_mean,baseline_elapsed_s_mean,tensor_peak_tflops_model_mean,achieved_flops_per_sm_cycle_mean,tensor_model_utilization_pct_mean,matmul_logical_mma_count_mean,matmul_input_pj_per_bit_mean,matmul_input_pj_per_bit_ci95,incremental_power_w_mean,test_energy_j_mean,incremental_energy_j_mean,incremental_energy_fraction_mean,baseline_energy_fraction_mean,baseline_power_fraction_mean,clock_span_mhz_mean,stats_scope,test_energy_source_counts,baseline_energy_source_counts,test_energy_counter_vs_trace_ratio_mean,baseline_energy_counter_vs_trace_ratio_mean,test_energy_counter_vs_trace_delta_j_mean,baseline_energy_counter_vs_trace_delta_j_mean
pair,launch_shape_tensor_mma_f16acc_t032_b01,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,32.0,1,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,37.82251873968166,5.6833359375,1.32828369141,142.32576,272.12402863286326,26.574612171178053,nan,26240000000.0,8192.0,8192.0,0.4856341120258067,15.559891454212675,934.649,104.3909763035723,0.11169003155577367,0.8883099684442264,0.9037411103706702,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b02,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,64.0,2,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,75.34556411554833,5.70592529297,1.3218815918,142.32576,542.0934176239177,52.93881031483571,nan,52480000000.0,8192.0,8192.0,0.46330132858033296,29.673719833500314,1065.36,199.18072810615502,0.18696095977524502,0.8130390402247549,0.8364878831758681,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b04,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,128.0,4,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,149.90045786056584,5.73602197266,1.31974755859,142.32576,1078.4981499429157,105.32208495536284,nan,104960000000.0,8192.0,8192.0,0.3537803122394822,49.76975658467927,1240.293,304.19174664319837,0.2452579726267893,0.7547420273732107,0.7663026351893738,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t032_b08,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,32,256.0,8,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,154.56487423706628,11.12584375,1.39182592773,142.32576,1112.0575166347671,108.59936685886397,nan,209920000000.0,8192.0,8192.0,0.28747916225324727,40.586545386581946,2457.401,494.36775006373205,0.2011750422758565,0.7988249577241435,0.8129872829776178,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t064_b01,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,64,64.0,1,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,74.95966638891993,5.73529980469,1.3221907959,142.32576,539.316975242247,52.6676733635007,nan,52480000000.0,8192.0,8192.0,0.4122673143257749,26.550377536209936,1049.639,177.24038066845014,0.16885841767355267,0.8311415823264473,0.85139222373801,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t064_b02,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,64,128.0,2,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,149.23707458359576,5.76151953125,1.32071325684,142.32576,1073.7252650089629,104.85598291103153,nan,104960000000.0,8192.0,8192.0,0.35325543015748234,79.42307869761402,1245.517,303.740436064906,0.2438669532932156,0.7561330467067844,0.6729983840776373,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t064_b04,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,64,256.0,4,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,153.93702580666906,11.1712216797,1.3953177490200002,142.32576,1107.5402964721854,108.15823207736186,nan,209920000000.0,8192.0,8192.0,0.30476134052751414,54.86936543072696,2498.911,524.087300944165,0.20972627714398992,0.79027372285601,0.7631338525689202,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t064_b08,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,64,512.0,8,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,152.41057922952425,22.5662109375,1.45712438965,142.32576,1096.5578763186147,107.08573010923969,nan,419840000000.0,8192.0,8192.0,0.0824898549152167,14.708320392655736,5074.442,283.70977331285667,0.05590955090487913,0.9440904490951209,0.9352070714456963,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t128_b01,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,128,128.0,1,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,147.65723767550125,5.8231640625,1.3348106689500001,142.32576,1062.35871411973,103.74596817575485,nan,104960000000.0,8192.0,8192.0,0.38423870583206315,75.62487756224559,1289.166,330.3808578693804,0.2562748768346205,0.7437251231653794,0.6852570914137618,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,launch_shape_tensor_mma_f16acc_t128_b02,0,NVIDIA GeForce RTX 3090,ampere,ga102,82,tensor_mma_f16acc,tensor_baseline_mov,128,256.0,2,8,strict_nvml_counter,structural_baseline,False,False,True,True,True,True,False,True,True,fp16-energy-bench-v2,fp16-energy-bench-v2,True,logical_m16n16k16_input_bits_8192,True,bench_json_metadata,True,True,False,False,False,False,missing NCU validation row,missing NCU validation row,missing NCU validation row for tensor activity,,,,,,,,,,,,,False,False,True,153.20811965785236,11.2243701172,1.40102246094,142.32576,1102.2959900557764,107.64609277888442,nan,209920000000.0,8192.0,8192.0,0.3172913642392568,44.374700807453564,2557.965,545.6347396596104,0.21330813348095473,0.7866918665190452,0.8015948001224527,nan,nvml_total_energy_counter,nvml_total_energy_counter,nan,nan,nan,nan,0,0,SM clock span exceeds threshold or is missing,test NVML-counter/power-trace ratio is missing; baseline NVML-counter/power-trace ratio is missing; SM utilization samples missing or sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
