sample_unix_ns,timestamp_text,power_w,sm_clock_mhz,mem_clock_mhz,temp_c,pstate,util_gpu_pct,raw
1779942867365475046,2026/05/28 13:34:27.409,219.39,1950.0,9751.0,59.0,P0,6.0,"2026/05/28 13:34:27.409, 219.39, 1950, 9751, 59, P0, 6"
1779942867521722783,2026/05/28 13:34:27.551,210.21,1950.0,9751.0,59.0,P0,6.0,"2026/05/28 13:34:27.551, 210.21, 1950, 9751, 59, P0, 6"
1779942867668089683,2026/05/28 13:34:27.701,201.23,1935.0,9501.0,59.0,P2,4.0,"2026/05/28 13:34:27.701, 201.23, 1935, 9501, 59, P2, 4"
1779942867814945321,2026/05/28 13:34:27.846,208.7,1920.0,9501.0,59.0,P2,93.0,"2026/05/28 13:34:27.846, 208.70, 1920, 9501, 59, P2, 93"
1779942867958460642,2026/05/28 13:34:27.988,214.08,1935.0,9501.0,55.0,P2,93.0,"2026/05/28 13:34:27.988, 214.08, 1935, 9501, 55, P2, 93"
1779942868102851311,2026/05/28 13:34:28.132,224.91,1905.0,9501.0,55.0,P2,100.0,"2026/05/28 13:34:28.132, 224.91, 1905, 9501, 55, P2, 100"
1779942868245947224,2026/05/28 13:34:28.275,229.42,1935.0,9501.0,55.0,P2,100.0,"2026/05/28 13:34:28.275, 229.42, 1935, 9501, 55, P2, 100"
