repeat,stage,target_pct,phase,t0_s,t1_s,wall_s,launches,passes_per_launch,nominal_bytes,nominal_bandwidth_gbs,total_energy_j,idle_energy_j,dynamic_energy_j,avg_power_w,dynamic_power_w,pj_per_nominal_bit,samples,power_std_w,power_p05_w,power_p50_w,power_p95_w,sm_clock_mhz_mean,mem_clock_mhz_mean,temp_gpu_c_mean,pstate_p50,gpu_util_pct_mean,mem_util_pct_mean,avg_power_instant_w,avg_power_average_w,power_instant_samples,power_average_samples
0,control_l2,50,r00_control_l2_read_050,0.0005998960114084184,15.014068113989197,15.013468217977788,15,166223,32680771584000,2176.763630462587,2273.641501068868,1807.0504764498523,466.59102461901557,151.44012483047118,31.0781638089658,1.7846542554072198,1481,2.7922904482307906,151.116,151.705,152.502,1980.0,2619.0,46.823092505064146,0.0,12.548278190411883,0.0,152.01276502363268,151.59860499662392,1481,1481
0,l2,50,r00_l2_read_cg_050,16.01936839200789,31.03121419798117,15.01184580597328,15,127291,25026428928000,1667.1120428136742,2675.941712769886,1806.855199759405,869.0865130104812,178.25534230474958,57.89338128324418,4.3408436113218904,1480,5.55626032373016,177.729,179.099,181.2847,1980.0,2619.0,47.16959459459459,0.0,21.977027027027027,0.0,188.25811216216215,178.4337412162162,1480,1480
0,control_dram,50,r00_control_dram_read_050,32.036819065979216,47.04444327799138,15.00762421201216,15,2085,268650204364800,17900.91493294264,4239.763816141748,1806.347080431608,2433.41673571014,282.507328025193,162.14536700368762,1.1322421759662076,1481,20.52531383631526,281.746,286.049,290.055,1980.0,2619.0,50.948683322079674,0.0,49.76704929101958,0.0,274.7126428089129,282.54386090479403,1481,1481
0,dram,50,r00_dram_read_cs_050,48.050393161014654,63.05807473999448,15.007681578979827,15,181,23321672417280,1553.9823586039417,4035.257498146897,1806.3539852323343,2228.9035129145627,268.87947194980404,148.51751092829863,11.946524851617605,1480,19.141834959980006,268.686,272.352,275.35,1980.0,2619.0,46.88445945945946,0.0,50.600675675675674,52.29189189189189,272.12558243243245,269.0181635135135,1480,1480
0,control_l2,75,r00_control_l2_read_075,64.06442910101032,79.07689254300203,15.012463441991713,15,249335,49021255680000,3265.3705282559754,2489.52129071818,1806.929539641781,682.5917510763989,165.830298294328,45.46833727282262,1.7405504551235083,1481,4.359551435388291,165.131,166.169,169.962,1980.0,2619.0,46.026333558406485,0.0,18.550979068197165,0.0,168.03738757596219,165.89010398379475,1481,1481
0,l2,75,r00_l2_read_cg_075,80.08305503602605,95.0931161189801,15.010061082954053,15,190937,37539741696000,2500.9719473181513,3109.794969587947,1806.6403869969306,1303.1545825910164,207.18070049158817,86.81873947008278,4.339249964557802,1481,9.619709359236495,206.434,208.33,212.197,1980.0,2619.0,47.5692099932478,0.0,33.56515867656989,0.0,207.3508541525996,207.28638690074277,1481,1481
0,control_dram,75,r00_control_dram_read_075,96.09901557100238,111.10314888198627,15.004133310983889,15,3127,402910882037760,26853.325926050395,5429.224873776565,1805.9269087381133,3623.2979650384514,361.84861606115294,241.48665503964756,1.1241003056039585,1482,35.69939637502735,362.167,369.945,371.99295,1980.0,2619.0,53.625506072874494,0.0,75.57894736842105,0.0,382.83072199730094,361.9195134952767,1482,1482
0,dram,75,r00_dram_read_cs_075,112.10873741999967,127.11266429099487,15.003926870995201,15,271,34918084116480,2327.2630169893587,5149.612395748619,1805.9020612162417,3343.710334532377,343.2176416231125,222.85568060160713,11.969837475111763,1478,33.42987089647289,316.079,350.578,352.147,1980.0,2619.0,49.165087956698244,0.0,76.98105548037888,79.5446549391069,359.98926928281463,343.33524695534504,1478,1478
0,control_l2,100,r00_control_l2_read_100,128.1183262320119,143.30481170897838,15.186485476966482,61,332447,265804408422400,17502.694012090462,5457.162153372542,1827.8751730322972,3629.2869803402446,359.3433228280159,238.98136180651053,1.7067469845029832,1500,39.156117915409894,292.621,368.6755,369.52035,1980.0,2619.0,53.666,0.0,98.11333333333333,0.0,367.6114713333334,359.41775400000006,1500,1500
0,l2,100,r00_l2_read_cg_100,144.3105663480237,159.51865738100605,15.208091032982338,33,254582,110116287283200,7240.63835785746,5579.722558501527,1830.4756601233257,3749.246898378201,366.8917122077045,246.52975118619906,4.256008569304317,1499,40.01250659312328,281.312,376.933,380.255,1980.0,2619.0,50.99933288859239,0.0,98.58505670446965,0.0,373.40587991994664,367.05039826551035,1499,1499
