stage,n_points,targets,slope_w_per_gbs,intercept_w,r2,max_abs_residual_w,pj_per_nominal_bit
control_l2,3,"50,75,100",0.013425699549377447,119.95020241068597,0.9999909072429722,0.3582130121835405,1.6782124436721808
l2,3,"50,75,100",0.033797403829307814,119.68498956400573,0.9999868040211496,0.3945433500406921,4.224675478663476
control_dram,3,"50,75,100",0.008808682075612206,121.34413984308655,0.9999983623928737,0.1193228751138804,1.1010852594515257
dram,3,"50,75,100",0.09308914741995351,121.48816818936925,0.9998768574780376,0.9104785715329626,11.63614342749419
