summary_schema,generated_utc,publishable,comparison_status,required_architectures,required_architecture_count,required_strict_pass_count,required_missing_or_nonpublishable_architectures,required_missing_architectures,required_diagnostic_only_architectures,coverage_status_counts,allow_diagnostic_best,allow_legacy_best,final_value_policy
fp16-architecture-comparison-summary-v1,2026-06-02T05:28:56.161498+00:00,False,not_publishable_incomplete_coverage,"['ga100', 'gh100', 'ga102']",3,0,"['ga100', 'ga102', 'gh100']","['ga100', 'gh100']",['ga102'],"{'missing_result': 2, 'diagnostic_or_rejected_only': 1}",False,False,Only coverage_status=strict_pass rows with target_pass=true and measurement_grade=strict_nvml_counter are publishable FP16 pJ/bit comparison points.
