gpu,architecture_generation,architecture_chip,recommended_cuda_arch,fp16_path,test_kernel,baseline_kernel,threads,threads_per_sm,blocks_per_sm_requested,fit_scope,point_count,run_count,fit_run_count,distinct_matmul_input_bits,unroll_values,iters_values,valid_no_l2_count,denominator_valid_count,fit_denominator_valid_count,fit_denominator_valid_all,fit_denominator_metadata_complete_count,fit_denominator_metadata_complete_all,fit_benchmark_schema_features_required_all,fit_timed_kernel_memory_provenance_count,fit_timed_kernel_memory_provenance_all,fit_no_intended_global_memory_count,fit_no_intended_global_memory_all,fit_strict_nvml_counter_count,fit_strict_nvml_counter_all,slope_incremental_j_per_input_bit,slope_matmul_input_pj_per_bit,slope_intercept_energy_j,slope_r2,slope_valid,slope_note
NVIDIA A100-SXM4-80GB,ampere,ga100,80,tensor_core_mma_m16n16k16_f16acc,tensor_mma_f16acc,tensor_baseline_mov,192,1536.0,8,valid_no_l2,5,5,5,1.69869312e+14;3.39738624e+14;6.79477248e+14;1.358954496e+15;2.717908992e+15,1;16;2;4;8,2000000,5,5,5,True,5,True,True,5,True,5,True,5,True,1.3366207835699121e-13,0.1336620783569912,-15.344962424383908,0.9900485315024208,True,positive incremental-energy slope across work sweep
