label,gpu,cuda_arch,nvidia_smi_id,expected_chip,expected_generation,gpu_name,gpu_uuid,gpu_index,gpu_pci_bus_id,driver_version,power_limit_w,active_compute_app_count,preflight_pass,required_tools_pass,overall_preflight_pass,publishable_preflight_pass,required_tool_fail_reasons,toolchain_compatibility_pass,toolchain_needs_compatible_toolchain,toolchain_nvcc_release,toolchain_driver_cuda_version,toolchain_recommended_cuda_toolkit,toolchain_recovery_commands,toolchain_recovery_note,overall_fail_reasons,fail_reasons,warnings
pipeline,0,80,GPU-dbb33614-0be2-bdd4-76e0-ee7700ee4386,ga100,ampere,NVIDIA A100-SXM4-80GB,GPU-dbb33614-0be2-bdd4-76e0-ee7700ee4386,0,00000000:07:00.0,570.195.03,400.00,0,True,True,True,True,,True,False,12.8,12.8,,,,,,
