name,returncode,log_file,command
"tensor_mma_f16acc_t32_b1",1,"/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/ncu_no_l2_thread_sweep/tensor_mma_f16acc_t32_b1.ncu.txt","/tmp/fp16-energy-sm86-cuda121/nsight-compute/2024.1.1/ncu --target-processes all --kernel-name regex:.\*tensor_mma_f16acc.\* --section LaunchStats --section Occupancy --section ComputeWorkloadAnalysis --section MemoryWorkloadAnalysis --metrics smsp__inst_executed_pipe_tensor_op_hmma.sum\,smsp__sass_thread_inst_executed_op_hmma_pred_on.sum\,sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed\,sm__throughput.avg.pct_of_peak_sustained_elapsed\,dram__bytes_read.sum\,dram__bytes_write.sum\,lts__t_bytes_read.sum\,lts__t_bytes_write.sum\,l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum\,l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum --print-summary per-kernel --log-file /home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/ncu_no_l2_thread_sweep/tensor_mma_f16acc_t32_b1.ncu.txt /home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/build/fp16_energy_bench --device 0 --blocks 0 --blocks-per-sm 1 --warmup 1 --repeats 1 --unroll 8 --suppress-output-store --kernel tensor_mma_f16acc --threads 32 --iters 20000 "
