scope,condition,repeat_index,gpu,architecture_generation,architecture_chip,test_kernel,baseline_kernel,threads,threads_per_sm,measurement_grade,baseline_match_grade,quality_pass,target_pass,positive_increment,no_intended_l2,pure_fp16_candidate,energy_source_reliable,baseline_structural_match,ncu_validation_pass,ncu_required,test_ncu_note,baseline_ncu_note,clock_stable,sm_util_available,common_hmma_path,tflops,avg_sm_util_pct,matmul_input_pj_per_bit,incremental_power_w,clock_span_mhz,test_energy_source,baseline_energy_source,test_power_samples,baseline_power_samples,fail_reasons,warnings,run_count,required_valid_count,valid_no_l2_count,pure_fp16_candidate_count,selected_optimal,util_saturated,avg_sm_util_pct_mean,avg_gpu_util_pct_mean,tflops_mean,matmul_input_pj_per_bit_mean,matmul_input_pj_per_bit_ci95,incremental_power_w_mean,clock_span_mhz_mean,stats_scope,test_energy_source_counts,baseline_energy_source_counts
pair,thread_sweep_tensor_mma_f16acc_t192,4,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,192,1536.0,power_trace_fallback,generic_nop_baseline,False,False,True,True,True,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.41310440018947,100.0,0.13448595015056397,11.704741213139926,0.0,power_trace_integral,power_trace_integral,24,7,rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t192,5,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,192,1536.0,power_trace_fallback,generic_nop_baseline,False,False,True,True,True,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.2331175254133,100.0,0.1458904675095573,13.533109145135398,0.0,power_trace_integral,power_trace_integral,25,7,rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t192,6,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,192,1536.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.2804804331709,100.0,-0.4586670919892246,11.295109238618977,0.0,power_trace_integral,power_trace_integral,24,7,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t192,7,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,192,1536.0,power_trace_fallback,generic_nop_baseline,False,False,True,True,True,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,158.0223189233731,100.0,0.15206856664358057,13.921178003519998,0.0,power_trace_integral,power_trace_integral,25,6,rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t192,8,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,192,1536.0,power_trace_fallback,generic_nop_baseline,False,False,True,True,True,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,159.14891500648082,100.0,0.14173395645692402,12.59765411545095,0.0,power_trace_integral,power_trace_integral,24,6,rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t192,9,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,192,1536.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,159.3394721528393,100.0,-0.4992833275030778,7.6577713082103,0.0,power_trace_integral,power_trace_integral,25,7,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t224,0,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,224,1792.0,power_trace_fallback,generic_nop_baseline,False,False,True,True,True,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,161.68284414017765,100.0,0.10184289838489306,6.936125883898626,0.0,power_trace_integral,power_trace_integral,28,8,rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t224,1,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,224,1792.0,power_trace_fallback,generic_nop_baseline,False,False,True,True,True,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.33821876534404,100.0,0.08266039616290664,3.4716962160187848,0.0,power_trace_integral,power_trace_integral,28,8,rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t224,2,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,224,1792.0,power_trace_fallback,generic_nop_baseline,False,False,True,True,True,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,159.9608114929382,100.0,0.06696235770963636,0.5282245116678723,0.0,power_trace_integral,power_trace_integral,29,8,rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t224,3,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,224,1792.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.44566816928398,99.75,0.060495748325314146,-0.18548959755372607,0.0,power_trace_integral,power_trace_integral,29,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t224,4,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,224,1792.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.45109819970932,100.0,-0.40758315429002623,6.519955871467545,0.0,power_trace_integral,power_trace_integral,29,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t224,5,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,224,1792.0,power_trace_fallback,generic_nop_baseline,False,False,True,True,True,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.29334907560576,100.0,0.07125350628805353,1.4831865130727806,0.0,power_trace_integral,power_trace_integral,29,8,rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t224,6,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,224,1792.0,power_trace_fallback,generic_nop_baseline,False,False,True,True,True,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,157.55062570712363,100.0,0.0867944852699285,3.7370217526751333,0.0,power_trace_integral,power_trace_integral,29,8,rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t224,7,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,224,1792.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,158.3464899275781,100.0,-0.47290063934095994,-2.0150542428696383,0.0,power_trace_integral,power_trace_integral,26,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t224,8,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,224,1792.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,158.2656955133138,100.0,0.04727732682793267,-2.4002803348163297,0.0,power_trace_integral,power_trace_integral,28,9,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t224,9,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,224,1792.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,158.96901700698112,100.0,0.06638022776934953,-0.5617957664711355,0.0,power_trace_integral,power_trace_integral,29,9,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t256,0,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,256,2048.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,161.84788888047763,100.0,0.004770168620745004,-6.940012632943024,0.0,power_trace_integral,power_trace_integral,32,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t256,1,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,256,2048.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.5933496236727,100.0,0.006930318889226158,-8.70550404551227,0.0,power_trace_integral,power_trace_integral,33,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t256,2,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,256,2048.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.51667916851667,100.0,-0.0036900162557254373,-8.16061710949117,0.0,power_trace_integral,power_trace_integral,32,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t256,3,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,256,2048.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.563185060977,100.0,0.024718723043739444,-5.945531950228258,0.0,power_trace_integral,power_trace_integral,33,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t256,4,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,256,2048.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,156.98231780213274,100.0,0.007682778562990594,-8.71602407048968,0.0,power_trace_integral,power_trace_integral,34,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t256,5,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,256,2048.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,158.4250838277698,100.0,-0.41185981883523565,-4.543414215146299,0.0,power_trace_integral,power_trace_integral,33,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t256,6,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,256,2048.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,159.43129518699067,100.0,0.02760288592804832,-5.565003677387523,0.0,power_trace_integral,power_trace_integral,33,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t256,7,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,256,2048.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,159.3721174379064,100.0,0.0022290551139065072,-9.668996339693734,0.0,power_trace_integral,power_trace_integral,33,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t256,8,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,256,2048.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,157.89899716708504,100.0,-0.46118849799311,-11.657933910242264,0.0,power_trace_integral,power_trace_integral,33,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t256,9,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,256,2048.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,159.3114702381706,100.0,0.02823421471048233,-5.949708901973025,0.0,power_trace_integral,power_trace_integral,33,8,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t288,0,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,288,2304.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.5819918400468,100.0,-0.01014346793933415,-11.236070867099187,0.0,power_trace_integral,power_trace_integral,37,11,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t288,1,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,288,2304.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,159.2557119656311,100.0,-0.03635869098519167,-15.52244240364746,0.0,power_trace_integral,power_trace_integral,38,11,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t288,2,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,288,2304.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,159.3337492396807,100.0,-0.0024179512148960456,-13.026578152021017,0.0,power_trace_integral,power_trace_integral,37,11,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t288,3,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,288,2304.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.55745930404834,100.0,-0.044918583923247934,-17.16874193210751,0.0,power_trace_integral,power_trace_integral,37,11,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t288,4,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,288,2304.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,148.01223516836995,100.0,-0.040948326824136294,-15.775773641082168,0.0,power_trace_integral,power_trace_integral,40,11,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t288,5,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,288,2304.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,147.80036637823403,100.0,0.004361852476845349,-9.113095238836905,0.0,power_trace_integral,power_trace_integral,40,11,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t288,6,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,288,2304.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,137.2313911788837,100.0,-0.03391623208793644,-14.362625857658031,0.0,power_trace_integral,power_trace_integral,47,10,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t288,7,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,288,2304.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,137.31287271778524,100.0,-0.10596027650851361,-24.315080714593734,0.0,power_trace_integral,power_trace_integral,43,11,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t288,8,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,288,2304.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,146.81369119373753,100.0,-0.10154114128821337,-24.59607422538329,0.0,power_trace_integral,power_trace_integral,40,11,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t288,9,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,288,2304.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,158.55524669517433,100.0,-0.0410393736039966,-13.42555265613018,0.0,power_trace_integral,power_trace_integral,38,11,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t320,0,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,320,2560.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.57078370584938,100.0,-0.10414049188433853,-26.412908424117546,0.0,power_trace_integral,power_trace_integral,41,9,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t320,1,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,320,2560.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.3552412062791,100.0,-0.008096043684248645,-11.293885839338316,15.0,power_trace_integral,power_trace_integral,41,10,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t320,2,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,320,2560.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,159.33043982937548,100.0,-0.39147367119982657,-13.55082016412561,0.0,power_trace_integral,power_trace_integral,42,10,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t320,3,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,320,2560.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,160.4880133521751,100.0,-0.014475573329270483,-12.319557483660589,0.0,power_trace_integral,power_trace_integral,41,10,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t320,4,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,320,2560.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,139.0531200751021,100.0,-0.10422789698000554,-24.25832463503221,0.0,power_trace_integral,power_trace_integral,48,10,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t320,5,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,320,2560.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,158.6576012664943,100.0,-0.04400318884499621,-16.974305662336292,0.0,power_trace_integral,power_trace_integral,42,10,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t320,6,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,320,2560.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,147.5653514604263,100.0,-0.06233580578780638,-18.79459913913726,0.0,power_trace_integral,power_trace_integral,45,10,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
pair,thread_sweep_tensor_mma_f16acc_t320,7,NVIDIA GeForce RTX 3090,ampere,ga102,tensor_mma_f16acc,baseline_nop,320,2560.0,power_trace_fallback,generic_nop_baseline,False,False,False,False,False,True,False,False,False,missing NCU validation row,missing NCU validation row,True,True,True,158.92381610662758,100.0,-0.0582999142749527,-19.26548985027017,0.0,power_trace_integral,power_trace_integral,42,10,nonpositive incremental power/energy; expected or invalid L2/global traffic; not a pure FP16 candidate; rerun with tensor_baseline_u32; baseline_nop is only a weak loop baseline for Tensor Core separation,NVML energy counter was unavailable; using power trace fallback,,,,,,,,,,,,,,,,
