source_log,symbol,sm,kernel,unroll,memory_policy_id,stack_frame_bytes,spill_store_bytes,spill_load_bytes,registers_per_thread,has_spills
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main20memory_policy_kernelILi64ELi2EEEvPKjPjmii,86,memory_cs,64,2,0,0,0,254,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main20memory_policy_kernelILi1ELi0EEEvPKjPjmii,86,memory_default,1,0,0,0,0,18,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main20memory_policy_kernelILi2ELi0EEEvPKjPjmii,86,memory_default,2,0,0,0,0,22,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main20memory_policy_kernelILi4ELi0EEEvPKjPjmii,86,memory_default,4,0,0,0,0,27,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main20memory_policy_kernelILi8ELi0EEEvPKjPjmii,86,memory_default,8,0,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main20memory_policy_kernelILi16ELi0EEEvPKjPjmii,86,memory_default,16,0,0,0,0,84,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main20memory_policy_kernelILi32ELi0EEEvPKjPjmii,86,memory_default,32,0,0,0,0,164,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main20memory_policy_kernelILi64ELi0EEEvPKjPjmii,86,memory_default,64,0,0,0,0,254,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_f32_kernelILi1EEEvPfib,86,tensor_baseline_f32,1,,0,0,0,22,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_f32_kernelILi2EEEvPfib,86,tensor_baseline_f32,2,,0,0,0,22,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_f32_kernelILi4EEEvPfib,86,tensor_baseline_f32,4,,0,0,0,22,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_f32_kernelILi8EEEvPfib,86,tensor_baseline_f32,8,,0,0,0,22,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_f32_kernelILi16EEEvPfib,86,tensor_baseline_f32,16,,0,0,0,22,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_f32_kernelILi32EEEvPfib,86,tensor_baseline_f32,32,,0,0,0,22,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_f32_kernelILi64EEEvPfib,86,tensor_baseline_f32,64,,0,0,0,22,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_mov_kernelILi1EEEvPjib,86,tensor_baseline_mov,1,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_mov_kernelILi2EEEvPjib,86,tensor_baseline_mov,2,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_mov_kernelILi4EEEvPjib,86,tensor_baseline_mov,4,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_mov_kernelILi8EEEvPjib,86,tensor_baseline_mov,8,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_mov_kernelILi16EEEvPjib,86,tensor_baseline_mov,16,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_mov_kernelILi32EEEvPjib,86,tensor_baseline_mov,32,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_mov_kernelILi64EEEvPjib,86,tensor_baseline_mov,64,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_u32_kernelILi1EEEvPjib,86,tensor_baseline_u32,1,,0,0,0,10,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_u32_kernelILi2EEEvPjib,86,tensor_baseline_u32,2,,0,0,0,11,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_u32_kernelILi4EEEvPjib,86,tensor_baseline_u32,4,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_u32_kernelILi8EEEvPjib,86,tensor_baseline_u32,8,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_u32_kernelILi16EEEvPjib,86,tensor_baseline_u32,16,,0,0,0,13,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_u32_kernelILi32EEEvPjib,86,tensor_baseline_u32,32,,0,0,0,13,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main26tensor_baseline_u32_kernelILi64EEEvPjib,86,tensor_baseline_u32,64,,0,0,0,13,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f16acc_kernelILi1EEEvPjib,86,tensor_mma_f16acc,1,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f16acc_kernelILi2EEEvPjib,86,tensor_mma_f16acc,2,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f16acc_kernelILi4EEEvPjib,86,tensor_mma_f16acc,4,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f16acc_kernelILi8EEEvPjib,86,tensor_mma_f16acc,8,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f16acc_kernelILi16EEEvPjib,86,tensor_mma_f16acc,16,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f16acc_kernelILi32EEEvPjib,86,tensor_mma_f16acc,32,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f16acc_kernelILi64EEEvPjib,86,tensor_mma_f16acc,64,,0,0,0,14,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f32acc_kernelILi1EEEvPfib,86,tensor_mma_f32acc,1,,0,0,0,18,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f32acc_kernelILi2EEEvPfib,86,tensor_mma_f32acc,2,,0,0,0,18,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f32acc_kernelILi4EEEvPfib,86,tensor_mma_f32acc,4,,0,0,0,18,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f32acc_kernelILi8EEEvPfib,86,tensor_mma_f32acc,8,,0,0,0,18,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f32acc_kernelILi16EEEvPfib,86,tensor_mma_f32acc,16,,0,0,0,18,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f32acc_kernelILi32EEEvPfib,86,tensor_mma_f32acc,32,,0,0,0,18,False
/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_115550/build_ptxas.log,_ZN49_GLOBAL__N__3202127d_20_fp16_energy_bench_cu_main24tensor_mma_f32acc_kernelILi64EEEvPfib,86,tensor_mma_f32acc,64,,0,0,0,18,False
