bench_json,blocks,blocks_per_sm_requested,cache_policy,compute_capability,condition,cuda_elapsed_ms,device_index,device_name,estimated_memory_gbps,estimated_tflops,fp16_ops_estimate,fp16_path,host_end_unix_ns,host_start_unix_ns,iters,kernel,l2_cache_bytes,mem_mib,mem_stride,memory_bytes_estimate,power_csv,power_logger_errors,regs_per_block,repeat_index,repeats,role,run_id,runner_wall_end_unix_ns,runner_wall_start_unix_ns,schema_version,shared_mem_per_block,sm_count,sm_util_csv,sm_util_logger_errors,suppress_output_store,threads,unroll,validity_note,warmup,architecture_generation,architecture_chip,gpu_product_class,recommended_cuda_arch,fp16_tensor_instruction_path,wgmma_supported,benchmark_uses_wgmma,architecture_measurement_note,power_energy_j,avg_power_w,energy_source,power_trace_energy_j,power_trace_avg_power_w,nvml_energy_delta_j,nvml_energy_counter_supported,nvml_energy_note,energy_counter_vs_trace_delta_j,energy_counter_vs_trace_ratio,power_sample_count,sm_util_sample_count,avg_sm_clock_mhz,min_sm_clock_mhz,max_sm_clock_mhz,avg_temp_c,max_temp_c,avg_gpu_util_pct,max_gpu_util_pct,avg_sm_util_pct,max_sm_util_pct,mma_flops_per_logical_mma,mma_instructions_per_logical_mma,mma_k,mma_m,mma_n
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t288_rep001_test_8b4fcc3c/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t288,4859.16064453,0,NVIDIA GeForce RTX 3090,0,159.255711966,773849088000000,tensor_core_mma_m16n16k16_f16acc,1779960604322953195,1779960599264038866,1000000,tensor_mma_f16acc,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t288_rep001_test_8b4fcc3c/power.csv,[],65536,1,2,test,thread_sweep_tensor_mma_f16acc_t288_rep001_test_8b4fcc3c,1779960604375480534,1779960594048384167,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t288_rep001_test_8b4fcc3c/sm_util.csv,[],True,288,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,1197.6528008374762,236.74107188808972,power_trace_integral,1197.6528008374762,236.74107188808972,nan,False,,nan,nan,38,4,1920.0,1920.0,1920.0,70.65789473684211,71.0,100.0,100.0,100.0,100.0,8192,2,16,16,16
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t320_rep001_baseline_693a1a1d/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t320,1278.31030273,0,NVIDIA GeForce RTX 3090,0,0,0,baseline_or_memory,1779960606007598549,1779960604675927301,1000000,baseline_nop,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t320_rep001_baseline_693a1a1d/power.csv,[],65536,1,20,baseline,thread_sweep_tensor_mma_f16acc_t320_rep001_baseline_693a1a1d,1779960606062407547,1779960604382446073,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t320_rep001_baseline_693a1a1d/sm_util.csv,[],True,320,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,333.5561271176312,250.47933385855546,power_trace_integral,333.5561271176312,250.47933385855546,nan,False,,nan,nan,10,1,1878.0,1875.0,1890.0,68.7,74.0,95.7,100.0,100.0,100.0,,,,,
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t320_rep001_test_0d4b5c15/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t320,5362.046875,0,NVIDIA GeForce RTX 3090,0,160.355241206,859832320000000,tensor_core_mma_m16n16k16_f16acc,1779960617896395571,1779960612310266898,1000000,tensor_mma_f16acc,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t320_rep001_test_0d4b5c15/power.csv,[],65536,1,2,test,thread_sweep_tensor_mma_f16acc_t320_rep001_test_0d4b5c15,1779960617951087080,1779960606574836633,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t320_rep001_test_0d4b5c15/sm_util.csv,[],True,320,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,1336.1206893445,239.18544801921715,power_trace_integral,1336.1206893445,239.18544801921715,nan,False,,nan,nan,41,5,1932.439024390244,1920.0,1935.0,71.0,71.0,99.95121951219512,100.0,100.0,100.0,8192,2,16,16,16
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t384_rep001_baseline_8ed6df95/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t384,1599.3671875,0,NVIDIA GeForce RTX 3090,0,0,0,baseline_or_memory,1779960620159930313,1779960618494181920,1000000,baseline_nop,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t384_rep001_baseline_8ed6df95/power.csv,[],65536,1,20,baseline,thread_sweep_tensor_mma_f16acc_t384_rep001_baseline_8ed6df95,1779960620214407972,1779960618167953592,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t384_rep001_baseline_8ed6df95/sm_util.csv,[],True,384,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,461.52322881140526,277.066591059533,power_trace_integral,461.52322881140526,277.066591059533,nan,False,,nan,nan,12,1,1885.0,1875.0,1905.0,73.66666666666667,76.0,94.91666666666667,100.0,100.0,100.0,,,,,
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t384_rep001_test_bd005ef3/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t384,6476.11474609,0,NVIDIA GeForce RTX 3090,0,159.32373413,1031798784000000,tensor_core_mma_m16n16k16_f16acc,1779960635001688758,1779960628258690038,1000000,tensor_mma_f16acc,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t384_rep001_test_bd005ef3/power.csv,[],65536,1,2,test,thread_sweep_tensor_mma_f16acc_t384_rep001_test_bd005ef3,1779960635054018419,1779960621367546790,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t384_rep001_test_bd005ef3/sm_util.csv,[],True,384,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,1609.6825877768063,238.71910030212882,power_trace_integral,1609.6825877768063,238.71910030212882,nan,False,,nan,nan,50,7,1920.0,1920.0,1920.0,71.0,71.0,99.96,100.0,100.0,100.0,8192,2,16,16,16
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t032_rep002_baseline_c82d08d6/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t032,1458.58349609,0,NVIDIA GeForce RTX 3090,0,0,0,baseline_or_memory,1779960636450130600,1779960634931234278,1000000,baseline_nop,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t032_rep002_baseline_c82d08d6/power.csv,[],65536,2,100,baseline,thread_sweep_tensor_mma_f16acc_t032_rep002_baseline_c82d08d6,1779960636505071164,1779960636018317478,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t032_rep002_baseline_c82d08d6/sm_util.csv,[],True,32,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,450.25118680537753,296.4331273200473,power_trace_integral,450.25118680537753,296.4331273200473,nan,False,,nan,nan,13,2,1935.0,1935.0,1935.0,67.76923076923077,71.0,81.61538461538461,100.0,50.0,100.0,,,,,
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t032_rep002_test_f0376e2a/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t032,2692.21777344,0,NVIDIA GeForce RTX 3090,0,159.688478489,429916160000000,tensor_core_mma_m16n16k16_f16acc,1779960640414324021,1779960637611292953,1000000,tensor_mma_f16acc,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t032_rep002_test_f0376e2a/power.csv,[],65536,2,10,test,thread_sweep_tensor_mma_f16acc_t032_rep002_test_f0376e2a,1779960640465309299,1779960636885921341,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t032_rep002_test_f0376e2a/sm_util.csv,[],True,32,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,640.9450076496014,228.66139978495642,power_trace_integral,640.9450076496014,228.66139978495642,nan,False,,nan,nan,21,3,1935.0,1935.0,1935.0,69.52380952380952,70.0,99.95238095238095,100.0,99.66666666666667,100.0,8192,2,16,16,16
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t064_rep002_baseline_1ce79806/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t064,733.385620117,0,NVIDIA GeForce RTX 3090,0,0,0,baseline_or_memory,1779960642111664495,1779960641347574647,1000000,baseline_nop,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t064_rep002_baseline_1ce79806/power.csv,[],65536,2,50,baseline,thread_sweep_tensor_mma_f16acc_t064_rep002_baseline_1ce79806,1779960642167360787,1779960641158494306,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t064_rep002_baseline_1ce79806/sm_util.csv,[],True,64,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,152.84472088035494,200.035010647537,power_trace_integral,152.84472088035494,200.035010647537,nan,False,,nan,nan,6,0,1925.0,1920.0,1935.0,65.33333333333333,66.0,75.33333333333333,100.0,nan,nan,,,,,
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t064_rep002_test_1fb1aece/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t064,2684.91992188,0,NVIDIA GeForce RTX 3090,0,160.122526001,429916160000000,tensor_core_mma_m16n16k16_f16acc,1779960647413161098,1779960644616342248,1000000,tensor_mma_f16acc,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t064_rep002_test_1fb1aece/power.csv,[],65536,2,5,test,thread_sweep_tensor_mma_f16acc_t064_rep002_test_1fb1aece,1779960647462045640,1779960643326608633,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t064_rep002_test_1fb1aece/sm_util.csv,[],True,64,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,654.1849793040565,233.90323592250405,power_trace_integral,654.1849793040565,233.90323592250405,nan,False,,nan,nan,21,2,1935.0,1935.0,1935.0,69.9047619047619,70.0,99.9047619047619,100.0,100.0,100.0,8192,2,16,16,16
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t096_rep002_baseline_7fdaf5bd/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t096,1014.72131348,0,NVIDIA GeForce RTX 3090,0,0,0,baseline_or_memory,1779960649945060201,1779960648887950829,1000000,baseline_nop,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t096_rep002_baseline_7fdaf5bd/power.csv,[],65536,2,34,baseline,thread_sweep_tensor_mma_f16acc_t096_rep002_baseline_7fdaf5bd,1779960649996967880,1779960648660321688,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t096_rep002_baseline_7fdaf5bd/sm_util.csv,"[""Unexpected nvidia-smi dmon output: '0'""]",True,96,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,222.5197627022527,210.49833498425622,power_trace_integral,222.5197627022527,210.49833498425622,nan,False,,nan,nan,7,1,1928.5714285714287,1920.0,1935.0,68.85714285714286,71.0,95.71428571428571,100.0,100.0,100.0,,,,,
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t096_rep002_test_233db9a3/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t096,3218.99389648,0,NVIDIA GeForce RTX 3090,0,160.267278718,515899392000000,tensor_core_mma_m16n16k16_f16acc,1779960656046201854,1779960652692637671,1000000,tensor_mma_f16acc,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t096_rep002_test_233db9a3/power.csv,[],65536,2,4,test,thread_sweep_tensor_mma_f16acc_t096_rep002_test_233db9a3,1779960656098864525,1779960650854722822,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t096_rep002_test_233db9a3/sm_util.csv,[],True,96,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,785.6692810852585,234.27888604846137,power_trace_integral,785.6692810852585,234.27888604846137,nan,False,,nan,nan,24,3,1935.0,1935.0,1935.0,70.0,70.0,99.95833333333333,100.0,99.66666666666667,100.0,8192,2,16,16,16
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t128_rep002_baseline_7a06041e/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t128,762.239624023,0,NVIDIA GeForce RTX 3090,0,0,0,baseline_or_memory,1779960658242545010,1779960657448115551,1000000,baseline_nop,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t128_rep002_baseline_7a06041e/power.csv,[],65536,2,25,baseline,thread_sweep_tensor_mma_f16acc_t128_rep002_baseline_7a06041e,1779960658293769022,1779960657218821583,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t128_rep002_baseline_7a06041e/sm_util.csv,[],True,128,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,167.7531412633843,211.1617832935678,power_trace_integral,167.7531412633843,211.1617832935678,nan,False,,nan,nan,5,1,1917.0,1905.0,1935.0,64.0,64.0,92.4,100.0,100.0,100.0,,,,,
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t128_rep002_test_940d5e02/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t128,3312.90429688,0,NVIDIA GeForce RTX 3090,0,155.724206246,515899392000000,tensor_core_mma_m16n16k16_f16acc,1779960665311754022,1779960661861363726,1000000,tensor_mma_f16acc,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t128_rep002_test_940d5e02/power.csv,[],65536,2,3,test,thread_sweep_tensor_mma_f16acc_t128_rep002_test_940d5e02,1779960665365913482,1779960659431132030,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t128_rep002_test_940d5e02/sm_util.csv,[],True,128,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,804.2006896356805,233.0752815320579,power_trace_integral,804.2006896356805,233.0752815320579,nan,False,,nan,nan,25,3,1935.0,1935.0,1935.0,69.96,70.0,99.96,100.0,100.0,100.0,8192,2,16,16,16
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t160_rep002_baseline_2c1f1ea7/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t160,647.84588623,0,NVIDIA GeForce RTX 3090,0,0,0,baseline_or_memory,1779960666647253606,1779960665972144766,1000000,baseline_nop,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t160_rep002_baseline_2c1f1ea7/power.csv,[],65536,2,20,baseline,thread_sweep_tensor_mma_f16acc_t160_rep002_baseline_2c1f1ea7,1779960666699128331,1779960665749350511,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t160_rep002_baseline_2c1f1ea7/sm_util.csv,[],True,160,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,149.99333986492124,222.17653062418978,power_trace_integral,149.99333986492124,222.17653062418978,nan,False,,nan,nan,5,0,1884.0,1875.0,1890.0,67.8,72.0,92.2,100.0,nan,nan,,,,,
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t160_rep002_test_fb13d7ec/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t160,2686.84692383,0,NVIDIA GeForce RTX 3090,0,160.007686403,429916160000000,tensor_core_mma_m16n16k16_f16acc,1779960672402967452,1779960669608009525,1000000,tensor_mma_f16acc,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t160_rep002_test_fb13d7ec/power.csv,[],65536,2,2,test,thread_sweep_tensor_mma_f16acc_t160_rep002_test_fb13d7ec,1779960672450739360,1779960666654325035,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t160_rep002_test_fb13d7ec/sm_util.csv,[],True,160,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,658.5123081555515,235.60723465428808,power_trace_integral,658.5123081555515,235.60723465428808,nan,False,,nan,nan,20,3,1935.0,1935.0,1935.0,70.0,70.0,99.95,100.0,99.66666666666667,100.0,8192,2,16,16,16
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t192_rep002_baseline_fd7defbe/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t192,928.37890625,0,NVIDIA GeForce RTX 3090,0,0,0,baseline_or_memory,1779960674212105066,1779960673245861542,1000000,baseline_nop,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t192_rep002_baseline_fd7defbe/power.csv,[],65536,2,20,baseline,thread_sweep_tensor_mma_f16acc_t192_rep002_baseline_fd7defbe,1779960674261584644,1779960672993206163,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t192_rep002_baseline_fd7defbe/sm_util.csv,"[""Unexpected nvidia-smi dmon output: '0'""]",True,192,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,219.14539720615682,226.80141368394496,power_trace_integral,219.14539720615682,226.80141368394496,nan,False,,nan,nan,7,1,1902.857142857143,1890.0,1920.0,69.14285714285714,73.0,95.28571428571429,100.0,100.0,100.0,,,,,
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t192_rep002_test_110e28f7/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t192,3227.49536133,0,NVIDIA GeForce RTX 3090,0,159.845122686,515899392000000,tensor_core_mma_m16n16k16_f16acc,1779960682089242954,1779960678722919136,1000000,tensor_mma_f16acc,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t192_rep002_test_110e28f7/power.csv,[],65536,2,2,test,thread_sweep_tensor_mma_f16acc_t192_rep002_test_110e28f7,1779960682137117207,1779960675204531873,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t192_rep002_test_110e28f7/sm_util.csv,[],True,192,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,796.1983574702765,236.5186477940538,power_trace_integral,796.1983574702765,236.5186477940538,nan,False,,nan,nan,25,3,1935.0,1935.0,1935.0,70.0,70.0,100.0,100.0,100.0,100.0,8192,2,16,16,16
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t224_rep002_baseline_433f3b4a/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t224,1105.87695312,0,NVIDIA GeForce RTX 3090,0,0,0,baseline_or_memory,1779960684045529958,1779960682890354221,1000000,baseline_nop,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t224_rep002_baseline_433f3b4a/power.csv,[],65536,2,20,baseline,thread_sweep_tensor_mma_f16acc_t224_rep002_baseline_433f3b4a,1779960684096743559,1779960682608003995,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t224_rep002_baseline_433f3b4a/sm_util.csv,[],True,224,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,273.88263265561534,237.0917462020892,power_trace_integral,273.88263265561534,237.0917462020892,nan,False,,nan,nan,8,1,1899.375,1875.0,1920.0,68.25,72.0,93.875,100.0,100.0,100.0,,,,,
results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t224_rep002_test_8e559a75/bench.json,656,8,none,8.6,thread_sweep_tensor_mma_f16acc_t224,3762.68798828,0,NVIDIA GeForce RTX 3090,0,159.960811493,601882624000000,tensor_core_mma_m16n16k16_f16acc,1779960692777991147,1779960688854054357,1000000,tensor_mma_f16acc,6291456,256,1,0,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t224_rep002_test_8e559a75/power.csv,[],65536,2,2,test,thread_sweep_tensor_mma_f16acc_t224_rep002_test_8e559a75,1779960692830177072,1779960684760965508,fp16-energy-bench-v1,49152,82,results/fp16_matmul_thread_sweep_fine_m16n16_smutil_rtx3090_20260528/raw/thread_sweep_tensor_mma_f16acc_t224_rep002_test_8e559a75/sm_util.csv,[],True,224,8,unchecked; run Nsight Compute validation separately,2,ampere,ga102,consumer,86,benchmark uses warp-level HMMA mma.sync m16n8k16 pairs,False,False,RTX/GA10x-class HMMA path; validate clock stability and no-L2 behavior before using pJ/bit,932.4057451224339,237.61997071375708,power_trace_integral,932.4057451224339,237.61997071375708,nan,False,,nan,nan,29,4,1935.0,1935.0,1935.0,70.82758620689656,71.0,99.93103448275862,100.0,100.0,100.0,8192,2,16,16,16
