sample_unix_ns,timestamp_text,power_w,sm_clock_mhz,mem_clock_mhz,temp_c,pstate,util_gpu_pct,raw
1779942891768999772,2026/05/28 13:34:51.814,238.92,1935.0,9751.0,64.0,P0,92.0,"2026/05/28 13:34:51.814, 238.92, 1935, 9751, 64, P0, 92"
1779942891927839281,2026/05/28 13:34:51.960,221.02,1935.0,9751.0,64.0,P0,0.0,"2026/05/28 13:34:51.960, 221.02, 1935, 9751, 64, P0, 0"
1779942892075063019,2026/05/28 13:34:52.103,216.33,1920.0,9501.0,64.0,P2,0.0,"2026/05/28 13:34:52.103, 216.33, 1920, 9501, 64, P2, 0"
1779942892215616469,2026/05/28 13:34:52.244,220.3,1905.0,9501.0,64.0,P2,69.0,"2026/05/28 13:34:52.244, 220.30, 1905, 9501, 64, P2, 69"
1779942892355778175,2026/05/28 13:34:52.384,231.04,1905.0,9501.0,65.0,P2,100.0,"2026/05/28 13:34:52.384, 231.04, 1905, 9501, 65, P2, 100"
1779942892498562585,2026/05/28 13:34:52.529,236.55,1905.0,9501.0,65.0,P2,100.0,"2026/05/28 13:34:52.529, 236.55, 1905, 9501, 65, P2, 100"
1779942892644210076,2026/05/28 13:34:52.674,248.37,1905.0,9501.0,65.0,P2,100.0,"2026/05/28 13:34:52.674, 248.37, 1905, 9501, 65, P2, 100"
