sample_unix_ns,timestamp_text,power_w,sm_clock_mhz,mem_clock_mhz,temp_c,pstate,util_gpu_pct,raw
1779942878880386086,2026/05/28 13:34:38.925,230.77,1950.0,9751.0,62.0,P0,100.0,"2026/05/28 13:34:38.925, 230.77, 1950, 9751, 62, P0, 100"
1779942879041816209,2026/05/28 13:34:39.072,221.84,1950.0,9751.0,62.0,P0,1.0,"2026/05/28 13:34:39.072, 221.84, 1950, 9751, 62, P0, 1"
1779942879186353035,2026/05/28 13:34:39.215,213.02,1920.0,9501.0,62.0,P2,1.0,"2026/05/28 13:34:39.215, 213.02, 1920, 9501, 62, P2, 1"
1779942879329456338,2026/05/28 13:34:39.361,221.02,1935.0,9501.0,62.0,P2,52.0,"2026/05/28 13:34:39.361, 221.02, 1935, 9501, 62, P2, 52"
1779942879478652195,2026/05/28 13:34:39.507,226.39,1920.0,9501.0,62.0,P2,99.0,"2026/05/28 13:34:39.507, 226.39, 1920, 9501, 62, P2, 99"
1779942879623788105,2026/05/28 13:34:39.653,236.66,1905.0,9501.0,62.0,P2,100.0,"2026/05/28 13:34:39.653, 236.66, 1905, 9501, 62, P2, 100"
1779942879769083054,2026/05/28 13:34:39.798,242.19,1920.0,9501.0,62.0,P2,100.0,"2026/05/28 13:34:39.798, 242.19, 1920, 9501, 62, P2, 100"
