label,gpu,cuda_arch,nvidia_smi_id,expected_chip,expected_generation,gpu_name,gpu_uuid,gpu_index,gpu_pci_bus_id,driver_version,power_limit_w,active_compute_app_count,preflight_pass,required_tools_pass,overall_preflight_pass,publishable_preflight_pass,required_tool_fail_reasons,toolchain_compatibility_pass,toolchain_needs_compatible_toolchain,toolchain_nvcc_release,toolchain_driver_cuda_version,toolchain_recommended_cuda_toolkit,toolchain_recovery_commands,toolchain_recovery_note,overall_fail_reasons,fail_reasons,warnings
pipeline,0,86,0,ga102,ampere,NVIDIA GeForce RTX 3090,GPU-6176a2fd-d534-e78c-edd2-78b8db8109b0,0,00000000:01:00.0,591.86,370.00,0,True,True,True,True,,True,False,12.1,13.1,,,,,,
