condition,gpu,fp16_path,test_kernel,baseline_kernel,run_count,valid_count,invalid_count,stats_scope,pj_per_flop_n,pj_per_flop_mean,pj_per_flop_std,pj_per_flop_min,pj_per_flop_max,pj_per_flop_ci95,incremental_pj_per_bit_n,incremental_pj_per_bit_mean,incremental_pj_per_bit_std,incremental_pj_per_bit_min,incremental_pj_per_bit_max,incremental_pj_per_bit_ci95,total_pj_per_bit_n,total_pj_per_bit_mean,total_pj_per_bit_std,total_pj_per_bit_min,total_pj_per_bit_max,total_pj_per_bit_ci95,matmul_input_pj_per_bit_n,matmul_input_pj_per_bit_mean,matmul_input_pj_per_bit_std,matmul_input_pj_per_bit_min,matmul_input_pj_per_bit_max,matmul_input_pj_per_bit_ci95,matmul_arithmetic_read_pj_per_bit_n,matmul_arithmetic_read_pj_per_bit_mean,matmul_arithmetic_read_pj_per_bit_std,matmul_arithmetic_read_pj_per_bit_min,matmul_arithmetic_read_pj_per_bit_max,matmul_arithmetic_read_pj_per_bit_ci95,matmul_register_read_write_pj_per_bit_n,matmul_register_read_write_pj_per_bit_mean,matmul_register_read_write_pj_per_bit_std,matmul_register_read_write_pj_per_bit_min,matmul_register_read_write_pj_per_bit_max,matmul_register_read_write_pj_per_bit_ci95,tflops_n,tflops_mean,tflops_std,tflops_min,tflops_max,tflops_ci95,memory_gbps_n,memory_gbps_mean,memory_gbps_std,memory_gbps_min,memory_gbps_max,memory_gbps_ci95,incremental_power_w_n,incremental_power_w_mean,incremental_power_w_std,incremental_power_w_min,incremental_power_w_max,incremental_power_w_ci95,incremental_energy_j_n,incremental_energy_j_mean,incremental_energy_j_std,incremental_energy_j_min,incremental_energy_j_max,incremental_energy_j_ci95,w_per_tflops_n,w_per_tflops_mean,w_per_tflops_std,w_per_tflops_min,w_per_tflops_max,w_per_tflops_ci95,avg_sm_clock_mhz_n,avg_sm_clock_mhz_mean,avg_sm_clock_mhz_std,avg_sm_clock_mhz_min,avg_sm_clock_mhz_max,avg_sm_clock_mhz_ci95,clock_span_mhz_n,clock_span_mhz_mean,clock_span_mhz_std,clock_span_mhz_min,clock_span_mhz_max,clock_span_mhz_ci95,max_temp_c_n,max_temp_c_mean,max_temp_c_std,max_temp_c_min,max_temp_c_max,max_temp_c_ci95
matmul_tensor_mma_f16acc_vs_nop,NVIDIA GeForce RTX 3090,tensor_core_mma_f16acc,tensor_mma_f16acc,baseline_nop,5,5,0,valid_basic,5,0.33956137311827483,0.2714724513561829,0.17777445708706602,0.8232216711403921,0.23795609525836453,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,5,0.22637424874551657,0.18098163423745528,0.11851630472471068,0.5488144474269281,0.1586373968389097,5,0.16978068655913742,0.13573622567809146,0.08888722854353301,0.41161083557019607,0.11897804762918227,5,0.13582454924730994,0.10858898054247317,0.07110978283482641,0.32928866845615684,0.09518243810334581,5,158.07573305005218,0.8693522158889084,157.15986383048534,159.00666390255657,0.7620208152381274,0,nan,nan,nan,nan,nan,5,44.711044148808945,43.228616552344,20.305966833675683,121.82496120172067,37.891553072251,5,58.393168646134384,46.68415753313479,30.571244774782485,141.56651987418408,40.920468288828125,5,0.2822058343738313,0.27135933171622606,0.12772508016394613,0.766162613639754,0.23785694152218728,5,1941.0,8.215838362577491,1935.0,1950.0,7.201499843782543,5,0.0,0.0,0.0,0.0,0.0,5,63.4,3.0495901363953815,59.0,67.0,2.673083612609228
matmul_tensor_mma_f32acc_vs_nop,NVIDIA GeForce RTX 3090,tensor_core_mma_f32acc,tensor_mma_f32acc,baseline_nop,5,0,5,all_runs_no_valid_basic,5,-0.12144863951686671,0.06947607821932297,-0.20588990909075328,-0.04557400252191764,0.060898467613731494,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,5,-0.08096575967791114,0.04631738547954865,-0.13725993939383552,-0.030382668347945098,0.04059897840915433,5,-0.048579455806746684,0.02779043128772919,-0.08235596363630131,-0.01822960100876706,0.024359387045492596,5,-0.03469961129053335,0.019850308062663705,-0.05882568831164379,-0.013021143577690757,0.017399562175351855,5,80.09836783470114,1.4865442961712614,77.45783092284162,80.94241281689013,1.30301352633898,0,nan,nan,nan,nan,nan,5,-17.422367119265925,5.261071254157809,-23.8231472807349,-11.289488232755843,4.611532279836638,5,-20.885093095326237,11.947555503964386,-35.406159639618295,-7.8372000640212605,10.472494138551921,5,-0.21823929332387718,0.06901042549241042,-0.3075627989694928,-0.13947555848495888,0.06049030500242792,5,1941.0,8.215838362577491,1935.0,1950.0,7.201499843782543,5,0.0,0.0,0.0,0.0,0.0,5,62.4,2.4083189157584592,59.0,65.0,2.1109846043967258
