repeat,stage,target_pct,phase,t0_s,t1_s,wall_s,launches,passes_per_launch,nominal_bytes,nominal_bandwidth_gbs,total_energy_j,idle_energy_j,dynamic_energy_j,avg_power_w,dynamic_power_w,pj_per_nominal_bit,samples,power_std_w,power_p05_w,power_p50_w,power_p95_w,sm_clock_mhz_mean,mem_clock_mhz_mean,temp_gpu_c_mean,pstate_p50,gpu_util_pct_mean,mem_util_pct_mean,avg_power_instant_w,avg_power_average_w,power_instant_samples,power_average_samples
0,control_l2,50,r00_control_l2_read_050,0.0007576870266348124,15.014356403029524,15.013598716002889,15,164042,32251969536000,2148.183799639113,2222.6329769648805,1782.9797131509797,439.6532638139008,148.04132033952604,29.283669567195606,1.7039783544193907,1480,3.017951386131592,146.922,148.491,149.511,1980.0,2619.0,41.898648648648646,0.0,11.505405405405405,0.0,147.27944662162162,148.22155067567567,1480,1480
0,l2,50,r00_l2_read_cg_050,16.020195017044898,31.03188659402076,15.011691576975863,15,127812,25128861696000,1673.9527032743808,2649.7316007665418,1782.753225800434,866.9783749661078,176.51119377049815,57.753542998167724,4.312662395209654,1481,5.505894987286047,175.942,177.123,177.669,1980.0,2619.0,42.17015530047265,0.0,21.667792032410535,0.0,171.87887575962188,176.5476049966239,1481,1481
0,control_dram,50,r00_control_dram_read_050,32.0384137040237,47.04609632398933,15.007682619965635,15,2099,270454090629120,18021.042787066835,4239.836271572919,1782.277131483852,2457.559140089067,282.51105643268374,163.75340566035334,1.1358485715507145,1480,21.02581283561774,281.803,286.307,289.75,1980.0,2619.0,45.95135135135135,0.0,49.475675675675674,0.0,288.05614459459457,282.6302851351351,1480,1480
0,dram,50,r00_dram_read_cs_050,48.05211963201873,63.05998970102519,15.007870069006458,15,180,23192823398400,1545.377411435399,3972.4993077807267,1782.2993924915795,2190.199915289147,264.6944096340855,145.9367588617551,11.804297592764419,1479,18.5598036914075,264.348,267.573,271.242,1980.0,2619.0,43.27991886409736,0.0,50.88573360378634,55.94455713319811,266.2754956051386,264.77249830966866,1479,1479
0,control_l2,75,r00_control_l2_read_075,64.06522586301435,79.07795818103477,15.012732318020426,15,246063,48377954304000,3222.4616598225675,2464.4680041859788,1782.8768217619486,681.5911824240302,164.15852570872607,45.40087493639563,1.7611099731011017,1480,4.526241689963765,163.44,164.577,168.555,1980.0,2619.0,43.99932432432433,0.0,17.529054054054054,0.0,171.90561824324325,164.28473648648648,1480,1480
0,l2,75,r00_l2_read_cg_075,80.08381172601366,95.09404744300991,15.010235716996249,15,191718,37693292544000,2511.172592800757,3104.41883049672,1782.5803312894016,1321.8384992073186,206.82012521505933,88.0624744427289,4.383533547992374,1480,9.59426495239678,206.3,208.177,211.612,1980.0,2619.0,45.181756756756755,0.0,32.91216216216216,0.0,219.87730945945947,206.85103648648646,1480,1480
0,control_dram,75,r00_control_dram_read_075,96.09967567102285,111.10405659500975,15.0043809239869,15,3148,405616711434240,27033.21873052402,5492.216808746153,1781.885029825853,3710.3317789203,366.04088076476165,247.28322999243122,1.1434229884786908,1480,35.86208383822394,351.896,373.8375,375.769,1980.0,2619.0,51.77905405405406,0.0,72.18783783783783,0.0,372.0773128378378,366.2303222972973,1480,1480
0,dram,75,r00_dram_read_cs_075,112.10953772702487,127.1135614090017,15.004023681976832,15,271,34918084116480,2327.248000709595,5104.69311208115,1781.8426046039801,3322.8505074771692,340.22161123439315,221.4639604620627,11.895163321363725,1480,32.947614898458625,325.444,347.606,349.27895,1980.0,2619.0,46.41959459459459,0.0,74.46824324324324,76.78783783783784,331.8029783783784,340.41576283783786,1480,1480
0,control_l2,100,r00_control_l2_read_100,128.1219217129983,143.2432938159909,15.12137210299261,62,328084,266616281497600,17631.751912568507,5454.739747558211,1795.7786274056562,3658.961120152555,360.7304754096148,241.9728246372844,1.7154621520110973,1487,39.81063450243466,295.197,370.505,371.469,1980.0,2619.0,50.94889038332212,0.0,97.96435776731674,0.0,365.8286940147949,360.79718829858774,1487,1487
0,l2,100,r00_l2_read_cg_100,144.25056959403446,159.48744429199724,15.236874697962776,33,255624,110566991462400,7256.540048674366,5631.272319056387,1809.4954442424212,3821.776874813965,369.5818486851052,250.82419791277474,4.320657576309312,1502,40.496445968925464,301.263,379.355,383.373,1980.0,2619.0,49.67243675099867,0.0,98.4953395472703,0.0,377.81517243675097,369.6489287616511,1502,1502
