status,permission_probe_pass,permission_denied,returncode,log_file,profiler_errors,fail_reasons,command
permission_denied,False,True,1,/home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_124900/ncu_permission_probe/ncu_permission_probe.ncu.txt,ERR_NVGPUCTRPERM; No kernels were profiled,ncu returned 1; Nsight Compute performance counters are blocked by ERR_NVGPUCTRPERM; Nsight Compute did not profile any kernels,"/tmp/fp16-energy-sm86-cuda121/nsight-compute/2024.1.1/ncu --target-processes all --kernel-name regex:.*tensor_mma_f16acc.* --section LaunchStats --section ComputeWorkloadAnalysis --metrics smsp__inst_executed_pipe_tensor_op_hmma.sum,sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes_read.sum,lts__t_bytes_write.sum --print-summary per-kernel --log-file /home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/results/strict_fp16_launch_shape_rtx3090_20260602_124900/ncu_permission_probe/ncu_permission_probe.ncu.txt /home/bang001/gpupowermodeling/accelwattch/util/fp16_energy_impl/build/fp16_energy_bench --device 0 --blocks 0 --blocks-per-sm 1 --warmup 0 --repeats 1 --unroll 1 --suppress-output-store --kernel tensor_mma_f16acc --threads 32 --iters 16"
