sample_unix_ns,timestamp_text,power_w,sm_clock_mhz,mem_clock_mhz,temp_c,pstate,util_gpu_pct,raw
1779942887010134504,2026/05/28 13:34:47.055,200.16,1950.0,9751.0,61.0,P0,78.0,"2026/05/28 13:34:47.055, 200.16, 1950, 9751, 61, P0, 78"
1779942887168462492,2026/05/28 13:34:47.197,193.89,1950.0,9751.0,61.0,P0,0.0,"2026/05/28 13:34:47.197, 193.89, 1950, 9751, 61, P0, 0"
1779942887314581624,2026/05/28 13:34:47.344,187.62,1920.0,9501.0,58.0,P2,0.0,"2026/05/28 13:34:47.344, 187.62, 1920, 9501, 58, P2, 0"
1779942887460877051,2026/05/28 13:34:47.490,200.39,1935.0,9501.0,58.0,P2,51.0,"2026/05/28 13:34:47.490, 200.39, 1935, 9501, 58, P2, 51"
1779942887606458216,2026/05/28 13:34:47.634,208.35,1920.0,9501.0,58.0,P2,99.0,"2026/05/28 13:34:47.634, 208.35, 1920, 9501, 58, P2, 99"
1779942887749411439,2026/05/28 13:34:47.780,217.43,1905.0,9501.0,58.0,P2,99.0,"2026/05/28 13:34:47.780, 217.43, 1905, 9501, 58, P2, 99"
1779942887893199483,2026/05/28 13:34:47.921,234.67,1920.0,9501.0,64.0,P2,100.0,"2026/05/28 13:34:47.921, 234.67, 1920, 9501, 64, P2, 100"
