t_s,mem_util_pct,gpu_util_pct,bandwidth_gbps,phase
1.2908693859935738,30,28,267.78,util_25
1.3115823479893152,29,27,258.85,util_25
1.3337938399927225,29,27,258.85,util_25
1.3549802269844804,29,27,258.85,util_25
1.3760212989873253,29,27,258.85,util_25
1.3969160559936427,29,27,258.85,util_25
1.4175734509772155,29,27,258.85,util_25
1.4383807529811747,29,27,258.85,util_25
1.4592909229977522,29,27,258.85,util_25
1.4801884869812056,29,27,258.85,util_25
1.501006004982628,29,26,258.85,util_25
1.5217914049862884,29,26,258.85,util_25
1.542668756999774,29,26,258.85,util_25
1.5634515559941065,29,26,258.85,util_25
1.5850898359785788,29,26,258.85,util_25
1.6068171659717336,29,26,258.85,util_25
1.6277886709722225,29,26,258.85,util_25
1.6486532159906346,29,26,258.85,util_25
1.669519961986225,29,26,258.85,util_25
1.6905873209761921,29,26,258.85,util_25
1.7114192469744012,29,25,258.85,util_25
1.732272885972634,29,25,258.85,util_25
1.7542348479910288,29,25,258.85,util_25
1.7757204429944977,29,25,258.85,util_25
1.7969689029850997,29,25,258.85,util_25
1.818279798986623,29,25,258.85,util_25
1.8396316179714631,29,25,258.85,util_25
1.8608249479730148,29,25,258.85,util_25
1.8816749849938788,29,25,258.85,util_25
1.9023672319890466,30,27,267.78,util_25
1.9231305199791677,30,27,267.78,util_25
1.9440113739983644,30,27,267.78,util_25
1.9648646119749174,30,27,267.78,util_25
1.985813404986402,30,27,267.78,util_25
2.006644429988228,30,27,267.78,util_25
2.0274764569767285,30,27,267.78,util_25
2.0491183389967773,30,27,267.78,util_25
2.0700577259995043,30,27,267.78,util_25
2.0910096199950203,30,27,267.78,util_25
2.111860256991349,30,25,267.78,util_25
2.133013963990379,30,25,267.78,util_25
2.154209694999736,30,25,267.78,util_25
2.1762904249771964,30,25,267.78,util_25
2.1972047979943454,30,25,267.78,util_25
2.2180708429950755,30,25,267.78,util_25
2.2389372889883816,30,25,267.78,util_25
2.2608588289876934,30,25,267.78,util_25
2.282711328996811,30,25,267.78,util_25
2.3043984369724058,30,26,267.78,util_25
2.3261870019778144,30,26,267.78,util_25
2.347990474983817,30,26,267.78,util_25
2.368689426977653,30,26,267.78,util_25
2.3893153369717766,30,26,267.78,util_25
2.4101515659713186,30,26,267.78,util_25
2.4308348089980427,30,26,267.78,util_25
2.451587652991293,30,26,267.78,util_25
2.4724180859921034,30,26,267.78,util_25
2.493523147975793,30,26,267.78,util_25
2.514598062989535,30,26,267.78,util_25
2.535621897986857,30,26,267.78,util_25
2.556775936973281,30,26,267.78,util_25
2.577528548979899,30,26,267.78,util_25
2.598235688987188,30,26,267.78,util_25
2.6189592559821904,30,26,267.78,util_25
2.639854890992865,30,26,267.78,util_25
2.6614581309841014,30,26,267.78,util_25
2.6831754489976447,30,26,267.78,util_25
2.7046539949951693,30,25,267.78,util_25
2.7265303609892726,30,25,267.78,util_25
2.747413676988799,30,25,267.78,util_25
2.7681557719770353,30,25,267.78,util_25
2.789694110979326,30,25,267.78,util_25
2.8112521809816826,30,25,267.78,util_25
2.832844603981357,30,25,267.78,util_25
2.853857722977409,30,25,267.78,util_25
2.874926627991954,30,25,267.78,util_25
2.9002927459951025,30,27,267.78,util_25
2.921882664988516,30,27,267.78,util_25
2.9434142929967493,30,27,267.78,util_25
2.9648681999824475,30,27,267.78,util_25
2.985683008999331,30,27,267.78,util_25
3.006460058997618,30,27,267.78,util_25
3.0272864859725814,30,27,267.78,util_25
3.0480820649827365,30,27,267.78,util_25
3.069562111981213,30,27,267.78,util_25
3.0903591939713806,30,27,267.78,util_25
3.1110804559721146,30,26,267.78,util_25
3.131884247995913,30,26,267.78,util_25
3.1527380179904867,30,26,267.78,util_25
3.1737609509727918,30,26,267.78,util_25
3.195058714976767,30,26,267.78,util_25
3.216068327979883,30,26,267.78,util_25
3.2372618279769085,30,26,267.78,util_25
3.258171985973604,30,26,267.78,util_25
3.2790774359891657,30,26,267.78,util_25
3.3010588669858407,29,25,258.85,util_25
3.3218674659729004,29,25,258.85,util_25
3.342766205983935,29,25,258.85,util_25
3.3635545729775913,29,25,258.85,util_25
3.3843109909794293,29,25,258.85,util_25
3.4050768229935784,29,25,258.85,util_25
3.4258627869712655,29,25,258.85,util_25
3.446887265978148,29,25,258.85,util_25
3.467674265993992,29,25,258.85,util_25
3.4887619979854207,29,25,258.85,util_25
3.5097503879806027,29,25,258.85,util_25
3.5306770280003548,29,25,258.85,util_25
3.552365221985383,29,25,258.85,util_25
3.57407155999681,29,25,258.85,util_25
3.595283093978651,29,25,258.85,util_25
3.617309610999655,29,25,258.85,util_25
3.6391858629940543,29,25,258.85,util_25
3.66011059799348,29,25,258.85,util_25
3.6808300339907873,29,25,258.85,util_25
3.7025144179933704,29,25,258.85,util_25
3.724103470973205,29,25,258.85,util_25
3.744758048997028,29,25,258.85,util_25
3.7662120729801245,29,25,258.85,util_25
3.7877209299767856,29,25,258.85,util_25
3.8090399249922484,29,25,258.85,util_25
3.830421271995874,29,25,258.85,util_25
3.8518198609817773,29,25,258.85,util_25
3.873442294978304,29,25,258.85,util_25
3.894842286972562,29,25,258.85,util_25
3.916226740984712,30,26,267.78,util_25
3.9382850359834265,30,26,267.78,util_25
3.959953080979176,30,26,267.78,util_25
3.981759662972763,30,26,267.78,util_25
4.0027925619797315,30,26,267.78,util_25
4.023842802998843,30,26,267.78,util_25
4.044855451997137,30,26,267.78,util_25
4.065823392971652,30,26,267.78,util_25
4.086590142978821,30,26,267.78,util_25
4.107249933993444,30,26,267.78,util_25
