sample_unix_ns,timestamp_text,power_w,sm_clock_mhz,mem_clock_mhz,temp_c,pstate,util_gpu_pct,raw
1779942899938794955,2026/05/28 13:34:59.992,199.64,1935.0,9751.0,63.0,P0,68.0,"2026/05/28 13:34:59.992, 199.64, 1935, 9751, 63, P0, 68"
1779942900106193901,2026/05/28 13:35:00.136,193.67,1935.0,9751.0,63.0,P0,0.0,"2026/05/28 13:35:00.136, 193.67, 1935, 9751, 63, P0, 0"
1779942900250112968,2026/05/28 13:35:00.278,187.89,1920.0,9501.0,63.0,P2,32.0,"2026/05/28 13:35:00.278, 187.89, 1920, 9501, 63, P2, 32"
1779942900391679391,2026/05/28 13:35:00.423,195.38,1920.0,9501.0,59.0,P2,32.0,"2026/05/28 13:35:00.423, 195.38, 1920, 9501, 59, P2, 32"
1779942900535404945,2026/05/28 13:35:00.565,203.57,1905.0,9501.0,59.0,P2,99.0,"2026/05/28 13:35:00.565, 203.57, 1905, 9501, 59, P2, 99"
1779942900676468815,2026/05/28 13:35:00.705,221.12,1905.0,9501.0,59.0,P2,100.0,"2026/05/28 13:35:00.705, 221.12, 1905, 9501, 59, P2, 100"
1779942900819079544,2026/05/28 13:35:00.846,229.58,1920.0,9501.0,59.0,P2,100.0,"2026/05/28 13:35:00.846, 229.58, 1920, 9501, 59, P2, 100"
