t_s,power_w,power_instant_w,power_average_w,power_instant_status,power_average_status,gpu_util_pct,mem_util_pct,sm_clock_mhz,mem_clock_mhz,temp_gpu_c,pstate,throttle_reasons,phase
0.00033687002724036574,116.531,116.417,116.531,0,0,0,0,1980,2619,39,0,0x0,r00_control_l2_write_address_050
0.01101170905167237,116.531,116.417,116.531,0,0,0,0,1980,2619,39,0,0x0,r00_control_l2_write_address_050
0.021170448046177626,116.531,116.417,116.531,0,0,0,0,1980,2619,39,0,0x0,r00_control_l2_write_address_050
0.031260564050171524,116.531,116.417,116.531,0,0,0,0,1980,2619,39,0,0x0,r00_control_l2_write_address_050
0.04134661803254858,116.531,116.417,116.531,0,0,0,0,1980,2619,43,0,0x0,r00_control_l2_write_address_050
0.05143554403912276,116.531,116.417,116.531,0,0,0,0,1980,2619,43,0,0x0,r00_control_l2_write_address_050
0.06152088905218989,116.531,116.417,116.531,0,0,0,0,1980,2619,43,0,0x0,r00_control_l2_write_address_050
0.07160308700986207,116.531,116.417,116.531,0,0,0,0,1980,2619,43,0,0x0,r00_control_l2_write_address_050
0.08168862405000255,116.531,116.417,116.531,0,0,0,0,1980,2619,43,0,0x0,r00_control_l2_write_address_050
0.0917732710368,116.531,116.417,116.531,0,0,0,0,1980,2619,43,0,0x0,r00_control_l2_write_address_050
0.10185468301642686,135.011,367.695,135.011,0,0,0,0,1980,2619,43,0,0x0,r00_control_l2_write_address_050
0.111936905013863,135.011,367.695,135.011,0,0,0,0,1980,2619,43,0,0x0,r00_control_l2_write_address_050
0.12202261801576242,135.011,367.695,135.011,0,0,0,0,1980,2619,43,0,0x0,r00_control_l2_write_address_050
0.13210963201709092,135.011,367.695,135.011,0,0,0,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.1421947680064477,135.011,367.695,135.011,0,0,0,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.15227918600430712,135.011,367.695,135.011,0,0,0,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.16236006800318137,135.011,367.695,135.011,0,0,0,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.17245566903147846,135.011,367.695,135.011,0,0,0,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.18257716100197285,135.011,367.695,135.011,0,0,0,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.1926798210479319,135.011,367.695,135.011,0,0,0,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.20277728099608794,135.011,367.695,135.011,0,0,0,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.2128730450058356,135.011,117.566,135.011,0,0,0,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.22296678903512657,137.862,117.566,137.862,0,0,0,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.23307591304183006,137.862,117.566,137.862,0,0,44,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.24333425104850903,137.862,117.566,137.862,0,0,44,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.25348892604233697,137.862,117.566,137.862,0,0,44,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.2636783409980126,137.862,117.566,137.862,0,0,44,0,1980,2619,42,0,0x0,r00_control_l2_write_address_050
0.273845017014537,137.862,117.566,137.862,0,0,44,0,1980,2619,40,0,0x0,r00_control_l2_write_address_050
0.28400235902518034,137.862,117.566,137.862,0,0,44,0,1980,2619,40,0,0x0,r00_control_l2_write_address_050
0.294154821021948,137.862,117.566,137.862,0,0,44,0,1980,2619,40,0,0x0,r00_control_l2_write_address_050
0.30430107202846557,137.862,117.566,137.862,0,0,44,0,1980,2619,40,0,0x0,r00_control_l2_write_address_050
0.31444869900587946,137.862,116.217,137.862,0,0,44,0,1980,2619,40,0,0x0,r00_control_l2_write_address_050
0.324620217026677,137.935,116.217,137.935,0,0,44,0,1980,2619,40,0,0x0,r00_control_l2_write_address_050
