t_s,power_w,power_instant_w,power_average_w,power_instant_status,power_average_status,gpu_util_pct,mem_util_pct,sm_clock_mhz,mem_clock_mhz,temp_gpu_c,pstate,throttle_reasons,phase
0.0003174290177412331,90.934,126.125,90.934,0,0,0,0,1980,2619,43,0,0x0,r00_dram_read_cs_100
0.010975988989230245,90.934,126.125,90.934,0,0,0,0,1980,2619,43,0,0x0,r00_dram_read_cs_100
0.021074621006846428,90.934,126.125,90.934,0,0,0,0,1980,2619,43,0,0x0,r00_dram_read_cs_100
0.03116299898829311,90.934,126.125,90.934,0,0,0,0,1980,2619,43,0,0x0,r00_dram_read_cs_100
0.041247430024668574,90.934,121.432,90.934,0,0,0,0,1980,2619,43,0,0x0,r00_dram_read_cs_100
0.05133364500943571,105.392,121.432,105.392,0,0,0,0,1980,2619,43,0,0x0,r00_dram_read_cs_100
0.06142609298694879,105.392,121.432,105.392,0,0,0,0,1980,2619,43,0,0x0,r00_dram_read_cs_100
0.07152298802975565,105.392,121.432,105.392,0,0,5,3,1980,2619,43,0,0x0,r00_dram_read_cs_100
0.08162154402816668,105.392,121.432,105.392,0,0,5,3,1980,2619,43,0,0x0,r00_dram_read_cs_100
0.09172419598326087,105.392,121.432,105.392,0,0,5,3,1980,2619,43,0,0x0,r00_dram_read_cs_100
0.1018383739865385,105.392,121.432,105.392,0,0,5,3,1980,2619,45,0,0x0,r00_dram_read_cs_100
0.11195191100705415,105.392,121.432,105.392,0,0,5,3,1980,2619,45,0,0x0,r00_dram_read_cs_100
0.12209619698114693,105.392,121.432,105.392,0,0,5,3,1980,2619,45,0,0x0,r00_dram_read_cs_100
0.13223410898353904,105.392,121.432,105.392,0,0,5,3,1980,2619,45,0,0x0,r00_dram_read_cs_100
0.1423730999813415,105.392,426.001,105.392,0,0,5,3,1980,2619,45,0,0x0,r00_dram_read_cs_100
0.15250589000061154,139.378,426.001,139.378,0,0,5,3,1980,2619,45,0,0x0,r00_dram_read_cs_100
0.16264275298453867,139.378,426.001,139.378,0,0,5,3,1980,2619,45,0,0x0,r00_dram_read_cs_100
0.1727798089850694,139.378,426.001,139.378,0,0,5,3,1980,2619,45,0,0x0,r00_dram_read_cs_100
0.18291864200728014,139.378,426.001,139.378,0,0,5,3,1980,2619,45,0,0x0,r00_dram_read_cs_100
0.1930674550239928,139.378,426.001,139.378,0,0,5,3,1980,2619,45,0,0x0,r00_dram_read_cs_100
0.20320589700713754,139.378,426.001,139.378,0,0,5,3,1980,2619,46,0,0x0,r00_dram_read_cs_100
0.21334130002651364,139.378,426.001,139.378,0,0,5,3,1980,2619,46,0,0x0,r00_dram_read_cs_100
0.22348932403838262,139.378,426.001,139.378,0,0,5,3,1980,2619,46,0,0x0,r00_dram_read_cs_100
0.23362312000244856,139.378,426.001,139.378,0,0,5,3,1980,2619,46,0,0x0,r00_dram_read_cs_100
0.24371022201376036,139.378,426.001,139.378,0,0,5,3,1980,2619,46,0,0x0,r00_dram_read_cs_100
