stage,n_points,targets,slope_w_per_gbs,intercept_w,r2,max_abs_residual_w,pj_per_nominal_bit
control_l2,2,"50,100",0.005191121611731194,178.4082944467747,1.0,1.1368683772161603e-13,0.6488902014663993
l2,2,"50,100",0.02983291681952753,107.84959339489282,1.0,1.7053025658242404e-13,3.729114602440941
control_dram,2,"50,100",0.009029164503501934,55.177241763089974,1.0,5.684341886080802e-14,1.1286455629377417
dram,2,"50,100",0.08150153535923961,114.31510965484172,1.0,0.0,10.187691919904951
