stage,target_pct,n,repeat_min_used,repeat_max_used,bandwidth_gbs_median,bandwidth_gbs_iqr,avg_power_w_median,avg_power_w_iqr,avg_power_w_mean,avg_power_w_std
control_dram,50,2,0,1,10310.587175127415,0.17806964845294715,222.2325538593766,0.5170459534049598,222.2325538593766,0.5170459534049456
control_dram,100,2,0,1,21028.399182758403,33.056132486377464,384.95310085547464,0.6161247103258916,384.95310085547464,0.6161247103258631
control_l2,50,2,0,1,1726.8755573581716,0.1134112563686358,214.90333834494118,74.07311290193113,214.90333834494118,74.07311290193111
control_l2,100,2,0,1,9507.989489852063,0.22567235561655252,282.79751073911746,0.3501906429434598,282.79751073911746,0.3501906429434314
dram,50,2,0,1,1596.9954983791822,0.1560802639380654,262.01272837811257,0.15987878826331325,262.01272837811257,0.1598787882632564
dram,100,2,0,1,3189.252003811781,1.4841923673957353,399.353630626719,3.266900527989037,399.353630626719,3.266900527989037
l2,50,2,0,1,1186.512677606974,0.14262687472955804,177.86473210313602,1.0038249264326566,177.86473210313602,1.0038249264326708
l2,100,2,0,1,3725.160480056813,8.318364621534784,341.9487638906301,2.297153217593518,341.9487638906301,2.297153217593575
